id,uuid,pid,language,title,fname,mname,lname,suffix,DOB,age,sex,street,city,state,postal_code,county,drivers_license,ss,phone_cell,occupation,status,pharmacy_id,race,ethnicity,email,pricelevel,deceased_date,deceased_reason,pubpid,date,regdate,religion,country_code,phone_home,phone_biz,phone_contact,contact_relationship,gender_identity,sexual_orientation,referrer,referrerID,email_direct,ethnoracial,interpretter,migrantseasonal,family_size,financial,monthly_income,homeless,genericname1,genericval1,genericname2,genericval2,squad,referral_source,primary_insurance,usertext2,usertext3,usertext4,usertext5,usertext6,usertext7,usertext8,userlist1,userlist2,userlist3,userlist4,userlist5,userlist6,userlist7,advance_directive_user_authenticator,vfc,mothersname,allow_imm_reg_use,allow_imm_info_share,allow_health_info_ex,allow_patient_portal,preferred_name,sex_identified,pronoun,providerID,ref_providerID,billing_note,financial_review,hipaa_mail,hipaa_voice,hipaa_notice,hipaa_message,hipaa_allowsms,hipaa_allowemail,fitness,contrastart,completed_ad,ad_reviewed,guardiansname,soap_import_status,cmsportal_login,care_team_provider,care_team_facility,care_team_status,industry,imm_reg_status,imm_reg_stat_effdate,publicity_code,publ_code_eff_date,protect_indicator,prot_indi_effdate,guardianrelationship,guardiansex,guardianaddress,guardiancity,guardianstate,guardianpostalcode,guardiancountry,guardianphone,guardianworkphone,guardianemail,birth_fname,birth_lname,birth_mname,dupscore,name_history,street_line_2,patient_groups,prevent_portal_apps,provider_since_date,created_by,updated_by,cost
132,NULL,132,English,Prof.,Melvin,,Overstreet,PhD,12/12/1955,71,Male,17144 Luxford Drive,Dripping springs,TX,78620,Hays County,,770-10-4338,323-925-3135,Professor,Divorced,0,White,Not Hispanic or Latino,,standard,NULL,,MO-32M-7632A,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,60
133,NULL,133,English,Mr.,Nibs,B,Zaragamba, ,2/4/1945,81,Male,29125 College Trail,Austin,TX,78752,Travis County,,228-57-1492,564-552-3119,Molding  coremaking  and casting machine tender,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,NZ-42M-5D81B,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,190
134,NULL,134,English,Mr.,Lok,X,Tai, ,2/26/1960,66,Male,8912 Bremner Park Blvd,Cedar creek,TX,78612,Bastrop County,,555-94-3884,791-852-4213,Registrar,Divorced,0,White,Not Hispanic or Latino,,standard,NULL,,LT-28M-45625,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,199
135,NULL,135,English,,Kriz,,Tlanak,Sr.,12/13/1995,31,Male,77036 Ridgeway Cove,Austin,TX,78722,Travis County,,745-14-9786,377-310-5293,Dry-cleaning worker,Single,0,American Indian,Not Hispanic or Latino,,standard,NULL,,KT-20M-3ED2B,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,122
136,NULL,136,English,Mrs.,Chelsea,D,Hedditch, ,3/22/1933,93,Female,85733 Owens Rd,San antonio,TX,78266,Bexar County,,387-07-2856,230-658-6752,Biographer,Single,0,Asian,Hispanic or Latino,,standard,NULL,,CH-86F-7FDCD,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,255
137,NULL,137,English,Dr.,Louise,M,Lyberth,M.D.,11/10/1948,78,Female,91329 Wyoming Terrace,Austin,TX,78779,Travis County,,676-14-7050,873-225-9562,Podiatric doctor,Married,0,White,Hispanic or Latino,,standard,NULL,,LL-68F-B62FA,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,67
138,NULL,138,English,Mr.,Gillen,M,Jaime, ,8/16/1999,27,Male,67715 Harrisfield Way,Austin,TX,78738,Hays County,,300-89-8297,350-390-4827,Real-time captioner,Single,0,Black,Not Hispanic or Latino,,discount,NULL,,GJ-73M-FD55A,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,84
139,NULL,139,English,,Lanna,T,Rixen, ,5/7/1958,68,Female,24252 Winston Parkway,San antonio,TX,78230,Bexar County,,870-42-4763,969-831-1553,Data entry clerk,Married,0,White,Hispanic or Latino,,standard,NULL,,LR-21F-3FD57,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,189
140,NULL,140,English,Prof.,Ikuya,T,Murata,PhD,6/16/1972,54,Male,79165 Hillcrest Parkway,Universal city,TX,78148,Bexar County,,576-73-4641,506-552-1747,Professor,Divorced,0,American Indian,Not Hispanic or Latino,,standard,NULL,,IM-42M-92FEC,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,121
141,NULL,141,English,Mrs.,Palmira,S,Dominquez,II,6/17/1927,99,Female,78970 Briggs Route,San antonio,TX,78278,Bexar County,,884-31-4639,245-021-8198,Lyricist,Married,0,Black,Hispanic or Latino,,standard,NULL,,PD-44F-415B2,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,278
142,NULL,142,English,Mrs.,Reina,Y,Shinosaki, ,6/12/1929,97,Female,2318 Bernleigh Ct,San antonio,TX,78245,Bexar County,,446-11-6847,554-219-5187,Licensed vocational nurse,Divorced,0,White,Not Hispanic or Latino,,discount,NULL,,RS-37F-2947E,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,186
143,NULL,143,English,,Charlotte,C,Gregoire, ,7/28/1947,79,Female,66427 Cronin Ct,Manchaca,TX,78652,Hays County,,179-37-1159,708-032-7718,Bartender helper,Married,0,American Indian,Not Hispanic or Latino,,discount,NULL,,CG-24F-CDE4C,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,66
144,NULL,144,English,Prof.,Evan,,Wright,PhD,7/18/1975,51,Male,50656 Ohaupo Loop,Austin,TX,78767,Travis County,,559-79-1745,248-876-4444,Professor,Married,0,White,Not Hispanic or Latino,,discount,NULL,,EW-41M-A58FF,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,285
145,NULL,145,English,Hon.,Campbell,M,Pinneau, ,8/18/1943,83,Male,17319 Tulip Rd,Buda,TX,78610,Hays County,,550-89-9907,360-979-4153,PBX installer,Divorced,0,White,Hispanic or Latino,,discount,NULL,,CP-101M-1F440,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,113
146,NULL,146,English,Prof.,Lucile,G,Noland,PhD,3/23/1972,54,Female,34810 Foley Drive,Dale,TX,78616,Bastrop County,,303-71-9994,510-747-2740,Professor,Divorced,0,Black,Not Hispanic or Latino,,standard,NULL,,LN-79F-7AA45,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,224
147,NULL,147,English,Mr.,Cristian,,Giordano, ,7/4/1992,34,Male,98043 Willowcreek Blvd,San antonio,TX,78280,Bexar County,,706-09-8046,815-118-3370,Residence leasing agent,Divorced,0,American Indian,Not Hispanic or Latino,,standard,NULL,,CG-71M-1C10B,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,210
148,NULL,148,English,Mr.,Gary,D,Sutter, ,6/16/1949,77,Male,24836 Lena Trail,Wimberley,TX,78676,Hays County,,100-33-1169,312-384-6795,Courier,Single,0,American Indian,Not Hispanic or Latino,,standard,NULL,,GS-69M-66B78,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,76
149,NULL,149,English,Mrs.,Ernestine,R,Dumas, ,11/16/1942,84,Female,32179 St Leger Way,Marion,TX,78124,Bexar County,,416-80-9951,421-023-1204,Billing machine operator,Married,0,American Indian,Hispanic or Latino,,standard,NULL,,ED-50F-A1255,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,261
150,NULL,150,English,Mrs.,Kadra,M,Ardaka,RHIT,3/19/1994,32,Female,40034 Dules Road,Marble falls,TX,78654,Travis County,,460-14-9188,899-387-4441,Medical records and health information technician,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,KA-86F-1DB4C,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,235
151,NULL,151,English,Mr.,Gabelo,,Salazar, ,2/20/1955,71,Male,7505 Cantina Trail,Austin,TX,78744,Travis County,,394-22-3554,889-021-3115,Tilesetter,Married,0,Black,Hispanic or Latino,,standard,NULL,,GS-65M-C01B0,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,93
152,NULL,152,English,Mrs.,Jeneth,,Treth, ,1/2/1934,92,Female,12711 Beatson Sq,Atascosa,TX,78002,Bexar County,,326-00-8329,681-944-6267,Merchandise distributor,Married,0,Asian,Not Hispanic or Latino,,standard,NULL,,JT-34F-A63ED,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,271
153,NULL,153,English,Mr.,Matthew,E,Jack, ,9/26/1975,51,Male,14491 Regalwood Way,San antonio,TX,78237,Bexar County,,549-09-9485,928-567-0831,Hydraulic and pneumatic technician,Single,0,White,Not Hispanic or Latino,,standard,NULL,,MJ-76M-75904,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,234
154,NULL,154,English,Mr.,Talon,C,Mousseau, ,8/4/1942,84,Male,99809 Oakpark Blvd,Austin,TX,78767,Travis County,,634-65-0503,835-420-2189,Weather forecaster,Widowed,0,White,Not Hispanic or Latino,,discount,NULL,,TM-36M-36F56,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,56
155,NULL,155,English,Mrs.,Ginevra,S,Genovesi, ,9/22/1972,54,Female,99259 Elmsdale Dr,Austin,TX,78712,Travis County,,589-23-4079,969-896-6743,Audio control engineer,Married,0,White,Not Hispanic or Latino,,standard,NULL,,GG-36F-1C437,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,93
156,NULL,156,English,Ms.,Dora,M,Manna, ,3/8/1980,46,Female,84441 Algoma Dr,New braunfels,TX,78130,Guadalupe County,,683-58-1011,435-768-6006,Dispatcher,Single,0,White,Not Hispanic or Latino,,discount,NULL,,DM-71F-E3D89,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,265
157,NULL,157,English,Mr.,Toby,C,Hinchcliffe, ,2/18/1945,81,Male,6531 Whiskey Cove St,Kyle,TX,78640,Hays County,,621-96-9542,439-291-5162,Administrative specialist,Divorced,0,White,Not Hispanic or Latino,,discount,NULL,,TH-41M-71762,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,202
158,NULL,158,English,Ms.,Jill,M,Jenkins, ,12/8/1948,78,Female,85185 Point View Boulevard,San antonio,TX,78242,Bexar County,,234-87-6835,202-199-4768,Meatcutter,Widowed,0,White,Not Hispanic or Latino,,standard,NULL,,JJ-56F-2CDED,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,188
159,NULL,159,English,Ms.,Donna,L,Arevalo, ,7/18/1977,49,Female,30892 Waitati Highway,La vernia,TX,78121,Guadalupe County,,737-63-1087,747-948-0956,Environmental engineering technician,Married,0,American Indian,Not Hispanic or Latino,,standard,NULL,,DA-28F-07A21,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,35
160,NULL,160,English,Mr.,Tom,,Woods, ,7/3/1999,27,Male,12082 Houhere Grove,Austin,TX,78731,Travis County,,784-79-6878,432-768-9674,Gastroenterologist,Widowed,0,Asian,Hispanic or Latino,,discount,NULL,,TW-55M-25C7B,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,120
161,NULL,161,English,Mr.,Ronald,F,Tilman, ,9/26/1926,100,Male,70964 Byblos Way,Austin,TX,78713,Travis County,,584-76-3986,586-183-3815,EEO representative,Married,0,Black,Hispanic or Latino,,standard,NULL,,RT-40M-44490,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,196
162,NULL,162,English,Ms.,Anja,S,Foerster, ,2/27/2008,18,Female,77601 Scotts Boulevard,San antonio,TX,78292,Bexar County,,362-83-9778,594-720-9830,Reinforcing iron and rebar worker,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,AF-40F-53D1F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,51
163,NULL,163,English,Mr.,Franco,C,Castaneda, ,10/9/1996,30,Male,21520 Dossiter Way,San antonio,TX,78247,Bexar County,,416-34-4479,798-160-5948,Water transportation mate,Single,0,White,Hispanic or Latino,,standard,NULL,,FC-96M-1029D,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,176
164,NULL,164,English,Ms.,Lily,,Clayhanger,Sr.,12/6/1926,100,Female,36718 Prosford Sq,Nixon,TX,78140,Guadalupe County,,636-90-9201,902-631-2635,Payroll specialist,Divorced,0,Hawaiian or Pacific Islander,Hispanic or Latino,,standard,NULL,,LC-61F-273EE,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,155
